PID,Year,DOI,Keywords,Numbers
1253130,2018,10.2312/eurovisshort.20181070,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1222167,2018,10.1063/1.5036954,PIC simulation;pair plasma;filamentation instability,"['276', '296', '6850', '276', '872902']"
1205523,2018,10.1063/1.5024851,PIC simulation;shock;magnetized plasma,"['276', '296', '6850', '276', '872902']"
1229732,2018,10.1109/MCG.2018.032421649,computer graphics;exploration;scientific exploration;visualization,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810']"
1237249,2018,10.1080/10919392.2018.1482601,Self-disclosure;privacy;perceived benefits;trust;e-commerce;personality;personal data;PII,"['276', '296', '6850', '276', '872902']"
1283581,2018,10.1016/j.cag.2018.11.001,,"['276', '296', '6850', '276', '872902']"
1392331,2018,10.1145/3282860,digital design;interaction design;machine learning,"['276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902']"
1172454,2018,10.1109/TVCG.2017.2743958,Astronomical visualization; globe rendering; public dissemination. science communication; space mission visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '276', '872902', '276', '296', '6850', '276', '872902']"
1305705,2018,,,"['276', '296', '6850', '276', '872902']"
1233114,2018,10.1063/1.5027913,PIC simulation;beam instability,"['276', '296', '6850', '276', '872902']"
1136365,2018,10.1080/00219266.2017.1368687,natural selection;antibiotic resistance;animation;mutations;lower secondary education,"['276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751', '276', '296', '6850', '276', '1751']"
1356180,2018,,digital design;interaction design;machine learning;curated collection,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902']"
1271477,2018,10.1007/978-3-319-91238-7_37,Facial expressions; Emotions; Categorical theory; Dimensional theory; JND thresholds; Riemannian geometry,"['276', '296', '6850', '276', '872902', '276', '3801']"
1172455,2018,,,"['276', '296', '6850', '276', '872902']"
1283379,2018,10.23919/EUSIPCO.2018.8553230,light field camera; coded aperture,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1236456,2018,10.1016/j.dsp.2018.04.006,Direction of arrival; Orthogonal Matching Pursuit (OMP); Mutual coherence; Array configuration,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1212116,2018,10.1063/1.5026568,Particle simulation;pair clouds;plasma instability,"['276', '296', '6850', '276', '872902']"
1256687,2018,10.1109/MCG.2018.053491735,astrovisualization;computer graphics;NASA missions;Scientific Visualization,"['276', '296', '6850', '276', '872902']"
1229730,2018,10.1109/MCG.2018.032421653,astronomical visualization;computer graphics;public dissemination,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1209668,2018,10.3384/diss.diva-148005,,"['276', '296', '6850', '276', '872902']"
1239130,2018,10.21785/icad2018.022,Sonification,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1231105,2018,10.1111/cgf.13320,scientific visualization;volume visualization;Computing methodologies â†’ Perception; Human-centred computing â†’ Scientific visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1233115,2018,10.1063/1.5039478,PIC simulation;magnetized plasma shocks;precursor wave,"['276', '296', '6850', '276', '872902']"
1265420,2018,10.3384/diss.diva-152863,,"['276', '296', '6850', '276', '872902']"
1208841,2018,10.3384/diss.diva-147975,,"['276', '872902', '276', '296', '6850']"
1190817,2018,,,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
1206025,2018,10.3384/diss.diva-147843,high dynamic range imaging;tone-mapping;video tone-mapping;HDR video encoding;HDR image reconstruction;inverse tone-mapping;machine learning;deep learning,"['276', '296', '6850', '276', '872902']"
1370194,2018,10.16993/dfl.96,science education;thermal cameras;heat conduction;township schools,"['276', '296', '6850', '276', '872902']"
1211320,2018,10.1109/MCSE.2018.03221931,data analysis;flow data;haptics;Inviwo;medicine;MRI;scientific computing;Visualization Corner;visuo-haptic visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1283381,2018,10.1109/DASC.2018.8569869,Urban Aircraft Traffic Management; UTM; Supervisory control; Mission management; Traffic management; Airspace design; Airspace management; UTM dashboard,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1360050,2018,10.2312/molva.20181102,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1280730,2018,10.3390/sports6040135,time-geographic perspective; visualization; physical activity patterns; energy expenditure,"['276', '296', '6850', '276', '872902']"
1255544,2018,10.3390/educsci8040166,visualization in biology education; (sub)microscopic scale; digital touch table interfaces; science centers,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '1810', '276', '296', '6850', '276', '872902']"
1231661,2018,10.1145/3226230,interactive form;use qualities;interaction qualities;interaction design;aesthetics,"['276', '281', '11107', '276', '1750', '276', '281', '11107', '276', '872902', '276', '296', '6850', '276', '872902']"
1349356,2019,10.4103/jpi.jpi_31_19,,"['276', '322', '877701', '276', '872900', '4130', '17409', '879942', '276', '322', '877701', '276', '872900', '4130', '17409', '879942', '276', '296', '6850', '276', '872902', '276', '3801']"
1464829,2019,,deep learning;histopathology;domain shift,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '3801']"
1314913,2019,10.1109/ACCESS.2019.2913224,Internet of Things;Cloud computing;Protocols;Wireless fidelity;Broadband communication;Monitoring;Interoperability;framework;cloud;azure;IoT hub;thread;WiFi;lorawan,"['276', '296', '881757', '276', '872902', '276', '296', '6850', '276', '872902', '276', '872902', '276', '296', '881757', '276', '872902', '276', '296', '881757']"
1333611,2019,10.1007/978-3-319-94391-6_19,Incident investigation; Safety assessment; Contributing factors; Incident; Systematic safety; Blind-spots,"['276', '296', '6850', '276', '872902']"
1338430,2019,10.1109/IV.2019.00033,Temporal Data;User Evaluation;2D Parallel Coordinates;3D Parallel Coordinates,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '875750']"
1317560,2019,10.3390/data4020074,visualization; qualitative evaluation; temporal multivariate data; active plant walls;Visualisering; kvalitativ utvärdering; tidsvarierande multivariate data; active plant walls,"['276', '296', '6850', '276', '872902', '276', '296', '881757', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '875750', '276', '296', '6850', '276', '872902']"
1328997,2019,10.1145/3269980,Light field video compression;compressed sensing;dictionary learning;light field photography,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1692238,2019,,Immersive Analytics; Visualization; Interaction; Applications;,"['276', '296', '6850', '276', '872902']"
1360048,2019,10.2312/vcbm.20191232,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '323', '13360', '276', '872900', '276', '323', '13360', '276', '872900', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1504962,2019,10.1145/3335082.3335123,Adaptive automation; human-automation collaboration; information visualization; air traffic control,"['276', '296', '6850', '276', '872902']"
1290538,2019,10.1109/TVCG.2018.2810068,Cyclone; scalar field; time-varying data; track graph; spatio-temporal clustering; tracking,"['276', '296', '6850', '276', '872902']"
1361634,2019,,Remote tower;Eye tracking;Spatio-temporal clustering,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1349353,2019,10.4103/jpi.jpi_81_18,Annotation;digital pathology;image database;ontology;whole slide images,"['276', '322', '877701', '276', '872900', '4130', '17409', '879942', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '296', '6850', '276', '872902', '276', '3801', '276', '322', '17150', '276', '872900', '276', '3801', '4130', '17409', '879942']"
1369943,2019,,,"['276', '296', '6850', '276', '296', '6850', '276', '296', '6850']"
1349559,2019,10.1111/cgf.13716,Human-centered computing;Interaction techniques;Visualization,"['276', '296', '6850', '276', '872902']"
1253128,2019,10.1111/cgf.13528,flow visualization;scientific visualization;visualization;real-time rendering;Visualization Human-centered computing: Visualization application domainsâ€“Scientific Visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1431261,2019,10.23698/aida/brln,Pathology;Whole slide imaging;Breast;Lymph nodes;Cancer;Sentinel nodes;Immunohistochemical staining;cytokeratin;CKAE1/AE3,"['276', '872900', '879942', '276', '3801', '276', '883050', '883060', '276', '296', '6850', '276', '872902', '276', '3801', '276', '276', '3801', '276', '872900', '276', '3801', '879942', '276', '883050', '883054', '276', '296', '6850', '276', '872902', '276', '3801', '276', '883063', '883064', '276', '3801']"
1438740,2019,10.23698/aida/drco,Pathology;Colon;Cancer;Whole slide imaging;Annotated,"['276', '322', '4130', '17409', '879942', '276', '872900', '276', '296', '6850', '276', '872902', '276', '872900', '276', '3801', '276', '883063', '883064', '276', '296', '6850', '276', '872902', '276', '3801', '276', '322', '276', '872900', '4130', '17409', '879942', '276', '3801']"
1338149,2019,10.1186/s40594-019-0178-z,Authenticity; Models; Modelling; STEM education; STEM literacy,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902']"
1370553,2019,10.24251/HICSS.2020.167,,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '875750', '276', '296', '6850', '276', '872902']"
1459315,2019,10.1109/GLOBECOM38437.2019.9014260,Wireless signals; Compressed Sensing; Tensors; Augmented-Lagrangian; Alternating Direction Method of Multipliers; Basis Pursuit; Ill-posed and Inverse Problems; Imaging,"['276', '296', '2345', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '881757', '276', '872902']"
1384226,2019,10.1016/j.ifacol.2019.12.090,Automation; maritime; transparency; decision support; reskilling; trajectory prediction,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '875750', '276', '296', '6850', '276', '872902']"
1369872,2019,,Conceptual Understanding;Higher Education;Science Education,"['276', '296', '6850', '276', '872902', '276', '308', '276', '1810', '276', '296', '6850', '276', '1810']"
1358021,2019,10.1007/s12043-019-1854-8,PIC simulation;Vlasov simulation;beam instability,"['276', '296', '6850', '276', '872902']"
1372703,2019,10.3384/diss.diva-162220,,"['276', '296', '6850', '276', '872902']"
1342299,2019,10.1111/cgf.13783,,"['276', '296', '6850', '276', '872902']"
1368495,2019,10.3384/diss.diva-161712,,"['276', '296', '6850', '276', '872902']"
1309172,2019,10.1007/s13280-018-1109-9,Assessment;Climate change;Governance;Transformative capacity;Urban Climate Transition;Visualization,"['276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '297', '16250', '276', '1750', '276', '875750', '276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902', '276', '875750']"
1369935,2019,10.1111/jcal.12381,ability-as-compensator effect; animation; cognitive style; modality effect; static pictures; visualizer,"['276', '296', '6850', '276', '872902']"
1410724,2019,10.3384/ATENA.2019.1385,,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902']"
1650365,2019,10.2312/vcbm.20191250,Human-centered computing;Scientific visualization,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1280734,2019,10.1109/TVCG.2018.2848247,Sequential pattern mining;interactive mining;visual data mining;mining with constraints,"['276', '296', '6850', '276', '872902', '276', '296', '6850', '276', '872902']"
1338223,2019,10.1088/2516-1067/ab30ba,PIC simulation;collisionless plasma;magnetosonic shock,"['276', '296', '6850', '276', '872902']"
1426727,2019,10.1145/3343055.3359708,Data visualization; Process control; District heating; Industrial operator; Industrial interface; User-centered design,"['276', '296', '6850', '276', '872902']"
1328932,2019,,,"['276', '308', '276', '1810', '276', '296', '6850', '276', '872902', '276', '308', '276', '1810']"
